id,name,caption
ROCO_21100,PMC5602245_JNRP-8-143-g002.jpg," Magnetic resonance imaging sagittal section T1-weighted image of brain showing large sellar-suprasellar mass
"
ROCO_21105,PMC3127842_1752-1947-5-211-2.jpg," Panoramic radiograph showing the cyst-like radiolucency in the right mandibular third molar region. Seven years after removal of the right mandibular third molar.
"
ROCO_21106,PMC3718446_aob-20-291-g01.jpg," Patient B1. Coronal section T1. In this sequence it is possible to analyze the preservation of the bone texture and of the spinal cord signal. It is also easier to assess the regular contour and preservation of the acromioclavicular space (arrow).
"
ROCO_21110,PMC3235307_ORT-0300-9734-082-301_g003.jpg," Severe adverse reaction to metal debris. Coronal T1W MR through the mid-coronal plane of the femoral head (black arrows indicate the medial wall of the acetabulum), demonstrating severe periprosthetic disease with bone marrow replacement in the acetabular roof (white arrow).
"
ROCO_21125,PMC4093644_ijcpd-05-068-g004.jpg," Immediate postoperative radiograph with splint in place
"
ROCO_21140,PMC5730805_gr3.jpg," Axial CT image showing the bladder filled by prostate tissue with the catheter traversing the prostatic tissue.
"
ROCO_21157,PMC5010140_10.1177_1941738116664326-fig5.jpg," Sonographic assessment of the ankle in a patient with medial-sided pain. Ultrasound image demonstrates a thickened and hypoechoic distal posterior tibial tendon (PTT) surrounded by complex tendon sheath effusion (*), in keeping with tenosynovitis.
"
ROCO_21174,PMC4950617_12893_2016_164_Fig1_HTML.jpg," Computed tomography of abdomen shows huge sigmoid colon cancer. Arrows indicate enlarged peri colic lymph node
"
ROCO_21195,PMC4404548_asj-9-295-g002.jpg," A computed tomography scan showing the C3/4 osteophyte pushing the pharyngeal wall.
"
ROCO_21214,PMC3555596_wjem-13-509-g001.jpg," Magnetic resonance imaging revealing a right subdural empyema with meningeal enhancement.
"
ROCO_21216,PMC5676262_CCR3-5-1865-g001.jpg," CT Scan abdomen with features of intestinal obstruction.
"
ROCO_21217,PMC4508614_cm8801p79f1b.jpg," After stenting, the flow through the vertebral artery can be seen.
"
ROCO_21228,PMC4644291_13018_2015_322_Fig1_HTML.jpg," Vertebral body stabilization using the cement-augmented titanium mesh cages
"
ROCO_21234,PMC1181820_1471-2482-5-13-1.jpg," The PA chest X-ray: left-sided pleural effusion and a large mass in anterolateral part of left lung which had overshadowed the left border of the heart. Arrowhead indicates shift of the heart to the right side.
"
ROCO_21242,PMC5655753_SNI-8-246-g008.jpg," This axial 2D-CT scan demonstrates continuity of the posterolateral bony fragments opposite the pedicles of L4
"
ROCO_21246,PMC2988181_LI-27-250-g001.jpg," CT scan revealing diffuse bilateral calcified fine nodular pattern with extensive septal thickening
"
ROCO_21276,PMC4880651_SaudiMedJ-37-521-g005.jpg," Variations of the posterior paranasal sinuses and related structures. Bilateral Onodi cell (white star), left dehiscent internal carotid artery (ICA) (white arrow). Optic nerve in relation to Onodi cell (black arrows).
"
ROCO_21284,PMC3066744_LJM-4-166-g003.jpg," Abdominal CT scan: dilated small intestinal loops.
"
ROCO_21287,PMC5738017_medi-96-e8236-g001.jpg," Ultrasound examination showing the MCu intrauterine device (IUD) (red arrows) during pregnancy. IUD = intrauterine contraceptive device, US = ultrasonography.
"
ROCO_21293,PMC4980889_JIAPS-21-206-g001.jpg," Computed tomography scan showing a large hydatid cyst occupying the right and left lobe of liver
"
ROCO_21307,PMC3729424_2047-783X-18-23-8.jpg," Ultrasound imaging of the flooded left lung in the in vivo porcine model. Detection of a simulated lung lesion, which appears echo-free with a well-defined margin, at a depth of 3.5 cm. The image shows a pulmonary artery in cross-section without a wall structure, and a bronchus below with a hyperechoic wall at a depth of 6 to 7 cm.
"
ROCO_21319,PMC3578830_pone.0057126.g003.jpg," Idiopathic orbital inflammation syndrome with encasement and narrowing of the cavernous carotid artery.Axial fat-saturated contrast-enhanced T1w imaging reveals a lesion that extends through the ipsilateral superior orbital fissure into the left cavernous sinus (arrows), with encasement and narrowing of the cavernous carotid artery (black opposing arrowheads). Compare this to the normal carotid artery on the contralateral side (white opposing arrowheads).
"
ROCO_21331,PMC4579740_JoU-2012-0001-g004.jpg," Acoustic shadow of the clavicle with a neurovascular bundle laying behind (arrow)
"
ROCO_21333,PMC5009195_jkaoms-42-209-g001.jpg," Panoramic view at the first visit. A well-defined radiolucent lesion with an irregular cortical surface of the condyle head (arrow) is observed on the left mandibular condyle.
"
ROCO_21350,PMC5011215_CRIPE2016-2897320.001.jpg," A 4-chamber view with color Doppler showing the tricuspid regurgitation (TR), enlarged right atrium (RA), enlarged right ventricle (RV), compressed left atrium (LA), and compressed left ventricle (LV) before adenotonsillectomy.
"
ROCO_21357,PMC4845465_JOCR-5-73-g002.jpg," Computed tomogram confirmed cortical rim avulsion fracture of the lateral malleolus
"
ROCO_21397,PMC4789629_AIM-24-69-g001.jpg," Native abdominal RTG: air filled and moderately distended small bowel loops visible in the projection of the left hemiabdomen.
"
ROCO_21400,PMC3746448_JETS-6-224-g003.jpg," Cross-sectional CT image of the abdomen. The white vertical arrow indicates small bowel loops with air/fluid levels. The white horizontal arrow shows the ileum segment trapped in the sacral fracture
"
ROCO_21411,PMC4799335_gr5.jpg," Digital radiography showing consolidation of fractures after seven months.
"
ROCO_21414,PMC5310370_gr6.jpg," Case 1: Axial image of a CT scan of the chest showing the dominant aberrant right vertebral artery (blue arrow). The left vertebral artery is also seen (red arrow).
"
ROCO_21428,PMC5069367_CRIOR2016-7049130.003.jpg," X-ray right wrist a.p. following STT-fusion with magnesium-based screws.
"
ROCO_21434,PMC5027907_10.1177_2324709616665408-fig1.jpg," Encircled mitral valve vegetation.
"
ROCO_21453,PMC3717047_1749-8090-8-160-2.jpg," FDG-PET view. FDG-PET/CT scans disclosed a nodular lesion measuring 35 × 13 mm in size in the right S7 segment with a maximum standardized uptake value (SUVmax) of 8.4.
"
ROCO_21478,PMC3612109_pone.0059929.g004.jpg," Standing anteroposterior X-ray film of the full-length spine.The midpoint of the 7th cervical vertebra was designated as point D, the midpoint of pubic symphysis point E, and the shoulder peaks as points F and G. In the cervical and thoracic vertebrae, the midpoints of the upper most scoliotic vertebra were designated as points H and I.
"
ROCO_21490,PMC5055995_CRIC2016-3916507.003.jpg," Aortic valve vegetation in parasternal view.
"
ROCO_21492,PMC4664794_CRIRH2015-517025.003.jpg," CT abdomen with contrast: multiple hypoattenuating lesions in the liver.
"
ROCO_21510,PMC5326043_PAMJ-25-154-g002.jpg," Incidence parasternale petit axe montrant une CIV périmembraneuse de 3 mm
"
ROCO_21515,PMC5175111_NCI-2-227-g001.jpg," On telecardiogram opacified left lung consistent with pleural effusion.
"
ROCO_21519,PMC3527178_1471-2474-13-241-1.jpg," Imaging-guided subacromial injection showing contrast in the subacromial space.
"
ROCO_21540,PMC5438013_CNCS-5-001-01.jpg," CT abdomen – pelvis.
"
ROCO_21549,PMC2768638_IJRI-18-124-g002.jpg," Three-dimensional image of the tracheobronchial tree shows stenosis of the proximal left main bronchus (arrow) and vascular indentations on the trachea (T) and esophagus (O)
"
ROCO_21583,PMC1929085_1477-7819-5-74-3.jpg," Right breast ultrasound from a 35 year-old patient with bilateral palpable breast masses. The ultrasound documented a 19 × 14 mm hypoechoic mass. She was found to have metastatic disease to her breast from a lung neuroendocrine carcinoma.
"
ROCO_21600,PMC5649431_NJS-23-138-g001.jpg," Ultrasound showing well-defined rounded homogeneous hypoechoic lesion in left inguinal area measuring 5.3 cm × 4.8 cm × 3.7 cm
"
ROCO_21612,PMC5450867_BMJ-34-263-g5.jpg," Bilateral diffuse interstitial micronodularity.
"
ROCO_21639,PMC4871012_f1000research-4-7698-g0001.jpg," CT image showing location of EVD and VP Shunt proximal end.
"
ROCO_21646,PMC4656234_13244_2015_438_Fig26_HTML.jpg," AP radiograph. Cementless bipolar hemiarthroplasty. Lateral dislocation of head and acetabular cup
"
ROCO_21651,PMC3018963_JMedLife-01-101-g002.jpg," Middle cerebral right artery stroke: Subacute infarction of the right MCA territory, a type of vascular intracranial hypertension
"
ROCO_21661,PMC2475520_1749-8090-3-43-1.jpg," Chest X-ray film showing a mass in the upper mediastinum.
"
ROCO_21668,PMC4725658_PAMJ-22-69-g004.jpg," Radiographie thoraco-abdominale et des membres de face: déminéralisation de l'ensemble de la trame osseuse; fractures des os longs des membres avec cals vicieux; fracture du 1/3 supérieur du fémur gauche
"
ROCO_21669,PMC4485690_gr1.jpg," Extra-vasation from femoral venous catheter malposition.
"
ROCO_21680,PMC4281911_mprs-36-173f3.jpg," Panoramic view showing reduced bony defect and further occlusal movement of the tooth as well as continuation of root formation (Bonding of orthodontic button at the time of partial enucleation and curettage).
"
ROCO_21699,PMC4641559_10.1177_2054270415609837-fig1.jpg," Adrenal MRI.
"
ROCO_21711,PMC2878707_LI-27-19-g004.jpg," Computed tomography of thorax revealed fibro-consolidation with cavitation in anterior segment of left upper lobe with fibrotic nodule in anterior and posterior segment of right upper lobe
"
ROCO_21722,PMC5288622_JOCR-6-39-g003.jpg," X-ray showing Pennig external fixator in radius (screw is adjacent to vascular tissue, hence could not be removed).
"
ROCO_21728,PMC3133010_IJOL2011-231816.001.jpg," A scout CT view of the patient in case 2. This view shows a patent oropharyngeal airway despite superior and posterior displacement of the tongue secondary to a significant submandibular inflammation and swelling.
"
ROCO_21758,PMC4258217_PAMJ-18-251-g001.jpg," Flowing candle wax condensation in the proximal femur on a plane radiography, specific of the Leri's disease
"
ROCO_21765,PMC3707328_SNI-4-79-g004.jpg," Postoperative sagittal T2-weighted MRI one week after FMD showing the improvement of the cerebellar tonsillar herniation
"
ROCO_21769,PMC2784744_1476-0711-8-32-3.jpg," MRI of the thoracic spine (T2-weighted, sagittal reconstruction). The dorsal fluid collection suggests a paravertebral abscess (large arrow) just above the fractured and operated third thoracic vertebra (small arrow).
"
ROCO_21777,PMC4880708_CRIPE2016-5717246.002.jpg," Organoaxial gastric volvulus. The stomach is oriented with the organoaxial (longitudinal) axis which extends from the gastroesophageal junction to the pylorus, thus giving an “upside-down” appearance.
"
ROCO_21789,PMC2801474_1758-2555-1-28-3.jpg," One year follow up radiograph.
"
ROCO_21796,PMC3057262_IJA-55-84-g002.jpg," Chest radiograph showing metallic object above the right clavicle
"
ROCO_21813,PMC3113951_1746-6148-7-20-2.jpg," Ultrasonogram of the enlarged pylorus. Ultrasonogram of the enlarged pylorus in a Swiss Braunvieh cow with lymphosarcoma of the abomasum. The pylorus contains ingesta and the thickness of its wall is increased. The image was obtained from the cranial right flank at the level of the costochondral junction using a 5.0-MHz convex transducer. 1 Lateral abdominal wall, 2 Thickened wall of pylorus, 3 Ingesta in pylorus, Ds Dorsal, Vt Ventral.
"
ROCO_21815,PMC4802334_gr3.jpg," Chest X-ray: an image from Day 15 post-surgery showed no signs of chylothorax.
"
ROCO_21816,PMC4641426_12969_2015_44_Fig1_HTML.jpg," Upper gastrointestinal study (UGI) demonstrating intestinal malrotation and volvulus with abnormal position of the duodenal-jejunal junction to the right of the spine. Normally the duodenum should sweep across from right to left across the spine (dashed line shows the left spinal pedicles). A corkscrew appearance of the duodenum (arrow) demonstrates the volvulus
"
ROCO_21821,PMC3391888_JMedLife-05-185-g002.jpg," Choroidal malignant melanoma - magnetic resonance imaging
"
ROCO_21823,PMC3271982_1477-7819-10-12-2.jpg," Ultrasonography of the breast shows a 20 × 15 × 8.8-mm, well-demarcated, low-echoic lesion with slightly irregular margins (arrow).
"
ROCO_21825,PMC3327027_APC-5-92-g001.jpg," 2D transoesophageal echocardiography apical four chamber view showing presence of a membrane separating the right atrium into two parts
"
ROCO_21862,PMC4215494_NAJMS-6-543-g002.jpg," Computed tomography (CT) of the abdomen demonstrated a segment of bowel edema with partial small bowel obstruction
"
ROCO_21863,PMC5658531_1349-7235-56-2633-g002.jpg," Coronal section of 18F-FDG PET/CT. Abnormal FDG uptakes were observed in the patient’s aortic wall and aortic branches (white arrow).
"
ROCO_21876,PMC3207233_ni-2011-2-e7-g004.jpg," Magnetic resonance imaging T2 axial view two years postoperatively. Recurrence began about 18 months postoperatively. Left caudal peduncle shows implant separating PCA (three arrows). Right cerebral peduncle now compressed by PCA (two arrows).
"
ROCO_21878,PMC3949488_jkaoms-40-37-g012.jpg," A panorama radiograph after implant placement. Implants were placed 3 months after bone graft.
"
ROCO_21880,PMC2898762_1472-6815-10-6-2.jpg," Extensive WML
"
ROCO_21883,PMC5659336_cureus-0009-00000001619-i03.jpg," Computed Tomography Angiogram at C6Computed tomography angiogram at the C6 level showing the vertebral artery in the foramen transversarium on the right (white arrow) and on the transverse process out of the foramen on the left (black arrow)
"
ROCO_21896,PMC2804728_1757-1626-2-9356-2.jpg," Case 1. High-resolution computed tomography (HRCT) scan at the basal portion of the lungs demonstrating ground-glass attenuation, reticular opacities, traction bronchiectasis, with honeycombing throughout both lungs.
"
ROCO_21899,PMC3334934_GMS-10-06-g-003.jpg," A 17 mm maximum intensity projection of a CT-Scan shows a guide-wire coiled within the lumen of the right seminal vesicle and an angiographic catheter sheath inserted into the seminal vesicle.
"
ROCO_21926,PMC4598424_TODENTJ-9-267_F2.jpg," Case of maxillary first molar with two canals in the distal root as detected in axial section.
"
ROCO_21933,PMC4891575_gr1c.jpg," 32-year-old male with multifocal renal carcinoid and thyroid metastases. C. Ultrasound of thyroid demonstrates a nodule adjacent to the jugular vein and carotid artery. [Powerpoint Slide]
"
ROCO_21977,PMC4920594_medscimonit-22-1843-g004.jpg," A radiograph showing the correct position of the Prestige LP prosthesis.
"
ROCO_21995,PMC4900058_gr1.jpg," 27-year-old African-American male with late-onset cystic fibrosis. Transabdominal ultrasound scan shows a highly echogenic liver (arrow) in comparison to adjacent right kidney (arrowhead).
"
ROCO_21998,PMC4127841_IJN-24-185-g002.jpg," Fistulagram showing stenosis at both ends of the interpositioned veno-venous graft
"
ROCO_22008,PMC2651857_1757-1626-2-81-5.jpg," Brain Computed Tomography performed 24 h after second surgical intervention.
"
ROCO_22010,PMC4293781_CRIEM2014-864301.001.jpg," Chest radiograph showing tracheal deviation but otherwise unremarkable.
"
ROCO_22019,PMC3491799_IJOrtho-46-596-g003.jpg," CT showing compressed and contused thoracic aorta (black arrow) and fragmental humeral head (white arrow)
"
ROCO_22027,PMC4531947_kjim-13-2-136-12f4.jpg," Abdominal CT. IVC is filled with low attenuate thrombus (arrow). Multiple collaterals are noted at the anterior abdominal wall, hepatogastric and hepatosplenic ligament area.
"
ROCO_22044,PMC3965938_CRIOR2014-458728.004.jpg," Bilateral calcifications in the basal ganglia and white matter signal changes on MRI.
"
ROCO_22046,PMC5269526_JoU-2016-0039-g019.jpg," The vas deferens lumen seen in the spermatic cord
"
ROCO_22067,PMC4668723_NJMS-6-123-g007.jpg," Panoramic view of condylar prosthesis after 1-year
"
ROCO_22079,PMC4716279_ic-47-261-g004.jpg," Anteroposterior chest radiograph obtained on day 7 of hospitalization; the cardiac silhouette decreased in size but a newly developed radiolucent lesion around the heart with left costophrenic angle blunting can be seen (arrows).
"
ROCO_22080,PMC4532813_CRIGM2015-851852.001.jpg," Computed tomography of abdomen and pelvis axial view showing portal vein thrombosis.
"
ROCO_22091,PMC3494536_1749-8090-7-80-1.jpg," Computerised Tomography image demonstrating both an aortic valve lesion (black arrow) and an embolus to the distal left anterior descending artery (white arrow).
"
ROCO_22097,PMC3132419_270_2010_21_Fig5_HTML.jpg," Cystic artery origin (arrow) from the anterior sectoral branch of the right hepatic artery. This variant, occurring in approximately 20% of individuals, places the gallbladder in the treatment zone for right lobar radioembolization
"
ROCO_22112,PMC4345738_2186-3326-76-0203-g002.jpg," This is an anterior X-ray image of the hip joints after surgery. The trial head was faintly visible (white arrow).
"
ROCO_22127,PMC4007781_CRIM.CARDIOLOGY2011-762873.002.jpg," Transthoracic echocardiography, apical four chambers view. Massive enlargement of the right atrium. The right atrial area was 80.6 cm² (53.7 cm²/m²), and the calculated right atrial volume was 621 mL (414 mL/m²). LA: left atrium. LV: left ventricle. RA: right atrium. RV: right ventricle.
"
ROCO_22138,PMC3570045_tre-02-42-195-1-g001.jpg," Left subthalamic nucleus stroke caused contralateral hemiballism.
"
ROCO_22145,PMC4656234_13244_2015_438_Fig23_HTML.jpg," AP radiograph. Cementless total hip arthroplasty. Stress shielding. Cortical hypertrophy in Gruen zone 1 (arrowheads) and adaptive atrophy in Gruen zone 6 (arrows) as different parts of reactive bone remodelling
"
ROCO_22146,PMC4427379_ccr30003-0331-f2.jpg," Contrast-enhanced computed tomography of abdomen and pelvis findings.
"
ROCO_22164,PMC4855812_13104_2016_2050_Fig2_HTML.jpg," Right false coronary lumen area. Coronary angiography revealed a right coronary false lumen area caused by aortic dissecting aneurysm extending to the right coronary ostium
"
ROCO_22165,PMC5279086_medi-96-e5843-g008.jpg," Contrast-enhanced computed tomography confirmed patency of the bypass (6 months postoperative).
"
ROCO_22173,PMC5722002_10.1177_2192568217735827-fig6.jpg," Magnetic resonance image (T2-weighted) showing T8-9 spondylodiskitis with epidural collection and significant spinal canal compromise.
"
ROCO_22178,PMC3715990_IJMPO-34-54b-g001.jpg," Eye balls pushed in CT orbit
"
ROCO_22188,PMC5443009_DRJ-14-137-g004.jpg," Intraoral periapical showing carious second molar with mesioangular third molar.
"
ROCO_22196,PMC4553749_AJNS-10-259-g004.jpg," Feeders from external carotid artery
"
ROCO_22197,PMC4058280_VMI2014-537501.008.jpg," 5 MHz sector scanner. Abrupt loss of the bright linear echo formed by normal aerated lung tissue (visceral or pulmonary pleura) to be replaced by a large hypoechoic area in the ventral lung.
"
ROCO_22229,PMC4263806_13244_2014_364_Fig13_HTML.jpg,"  Lymph node metastasis in the neck from oropharyngeal squamous cell carcinoma.A 66-year-old man with a history of smoking and alcohol abuse presenting with a swelling on the right side of the neck and right VCP. Coronal contrast enhanced CT images showed a large lymph node conglomerate at level IIb (arrow) on the right side of the neck, with necrosis, extra nodal spread and extensive involvement of the right carotid space explaining the right VCP in this patient
"
ROCO_22232,PMC4020358_1751-0147-56-25-2.jpg," Two – days post-biopsy hepatic ultarsonographic image. Approximately the same plane is used and the same acoustic window as Figure 1, revealing echoic gas foci (black arrowheads) at the previous biopsy site. Gallbladder (white star) shows a normal appearance.
"
ROCO_22234,PMC4564494_IJPS-48-129-g007.jpg," A 45-year-old man with history of road traffic accident 3 months back. Coronal three-dimensional STIR SPACE image showing distorted divisions and cords on the right side with heterogeneous signal intensity due to scarring. On the left side, normal lateral cord is seen adjacent to the axillary artery
"
ROCO_22256,PMC3032998_opth-5-011f3.jpg," We measured the orbital length between the center of the lens and the top of the muscle cone using horizontal MRI.
"
ROCO_22263,PMC4927214_10.1177_2333794X16652272-fig2.jpg," Plain abdominal X-ray demonstrating a radio-opaque structure in the left lower quadrant (arrow).
"
ROCO_22264,PMC3647105_40064_2013_226_Fig7_HTML.jpg," Whole Body PET/CT (a) Diagnostic Staging PET/CT – There is a hypermetabolic mass centered in the left maxillary sinus. The left cervical lymph nodes between the sternocleomastoid muscle and internal jugular vein as well as subcentimeter level 2 lymph nodes are also hypermetabolic.
"
ROCO_22267,PMC4195843_13244_2014_353_Fig16_HTML.jpg," Thoracic enhanced CT shows a peripheral cavitary lesion (black arrow) with numerous lung nodules (white arrows) complicating the evolution of right side infective endocarditis
"
ROCO_22277,PMC5299170_CRID2017-7971595.001.jpg," Patient OPG.
"
ROCO_22296,PMC4134632_IJCCM-18-543-g001.jpg," Lateral view X-ray showing compression of trachea
"
ROCO_22305,PMC3611918_JPN-7-225-g003.jpg," Another chest X-ray showing elevated right side of diaphragm
"
ROCO_22312,PMC4421582_ndtplussfq214f01_ht.jpg," Frontal radiograph of left shoulder showing a lytic lesion involving head and proximal shaft of humerus (arrow) with narrow zone of transition. There is associated soft tissue swelling.
"
ROCO_22326,PMC5502554_JISPCD-7-8-g002.jpg," The distance from the apex of the third molar to the lingual cortical bone; AL
"
ROCO_22330,PMC4799137_gr4.jpg," Male patient (case no. 2), aged 11 years and eight months: anteroposterior radiograph of the pelvis produced three years and six months after the operation
"
ROCO_22342,PMC3929935_EJHS2401-0097Fig1.jpg," Avulsed osseous fragment from the olecranon (the ‘flake’ sign)
"
ROCO_22346,PMC3941312_ijrm-11-519-g009.jpg," Complete obstruction of uterine cavity with glove’s finger appearance. Pelvic calcification (probably lymph node calcification) is detected
"
ROCO_22353,PMC4763586_IDOJ-7-58-g002.jpg," Sagittal section of brain showing empty sella on magnetic resonance imaging
"
ROCO_22354,PMC3048477_1752-1947-5-66-5.jpg," CT scan cerebrum performed on the last day of the patient's life.
"
ROCO_22356,PMC5359792_10.1177_2055116917691069-fig6.jpg," Post-gadolinium contrast transverse fluid-attenuated inversion recovery (FLAIR) magnetic resonance image from case 7, revealing fluid-filled lesions (blue arrows) in the temporalis muscles with surrounding oedema
"
ROCO_22368,PMC4613568_JoU-2013-0008-g027.jpg," The sonogram presents the thickening of the parietal peritoneum (arrows) as a manifestation of peritonitis carcinomatosa in the course of ovarian cancer spread
"
ROCO_22373,PMC4683887_AIAN-18-449-g003.jpg," Axial T2W MR image shows crowding at foramen magnum due to descent of cerebellar tonsils
"
ROCO_22380,PMC5292227_MA-70-473-g001.jpg," Computerized tomography
"
ROCO_22382,PMC2590613_1757-1626-1-316-3.jpg," CT-scan taken at the level of the carina. Remarkable decrease in size and number of the nodular metastases as well as of the hilar lymph nodes.
"
ROCO_22388,PMC3912664_IJCCM-18-26-g005.jpg," Needle compressing vessel wall
"
ROCO_22389,PMC5009832_JOACP-32-288-g011.jpg," “Sharp Sign” (white arrow shows parietal pleura and black arrow visceral pleura, in between two are pleural effusion)
"
ROCO_22410,PMC3449187_1746-1596-7-70-1.jpg," chest CT-scan showed diffused interstitial shadows.
"
ROCO_22412,PMC4753806_gr2.jpg," Lenticulostriate arterial system. Maximum intensity projection (2D, pseudo colored) view of MR angiography image in a healthy volunteer (M.I.); overlaid on T1-weighted MR anatomical image. Arrows depict left and right lenticulostriate arterial branches supplying central subcortical gray and white matter structures. C = Caudate; P = Putamen; IC = Internal Capsule. Note: We were not able to visualize and isolate all lenticulostriate branches; their supply to the right putamen (P) is likely not fully depicted here.
"
ROCO_22436,PMC4719906_gr1.jpg," Large suprapubic collection with bladder catheter to drain, used for contrast CT. Contrast is going through the symphysis in to the bladder or prostatic urethra.
"
ROCO_22443,PMC2810582_ymj-46-719-g001.jpg," A small Descemet's membrane detachment in the superonasal area.
"
ROCO_22446,PMC4028923_IJRI-24-84-g003.jpg," Left ovary measures 107 × 66.9 mm with multiple thin-walled cysts having clear contents
"
ROCO_22447,PMC4008476_CRIM.CARDIOLOGY2011-481394.002.jpg," Coronary angiography of the right coronary tree with no angiographic evidence of obstructive disease.
"
ROCO_22453,PMC4040475_1748-717X-9-121-1.jpg," Axial SPECT/CT slice, patient 6. No apparent migration is depicted in level 3 left, probably due to intense activity in neighbouring tumour.
"
ROCO_22471,PMC5628001_cmh-2016-0057f2.jpg," Abdominal ultrasonograph (US). Coarse liver parenchymal echotexture without focal hepatic mass or bile duct dilatation is noted.
"
ROCO_22476,PMC3617515_IJOEM-16-88-g001.jpg," X-ray chest showing bilateral fluffy shadow involving both hilar region
"
ROCO_22491,PMC1602199_586_2006_182_Fig2_HTML.jpg," Selective left common carotid artery angiography shows traumatic pseudoaneurysm 1 cm below bifurcation
"
ROCO_22492,PMC2841809_ATM-05-47-g001.jpg," CT scan at the level of the carina showing leiomyoma
"
ROCO_22495,PMC5154229_AJPS-13-202-g003.jpg," Angiography showing minimal extravasation
"
ROCO_22497,PMC5045130_amjcaserep-17-690-g001.jpg," Computed tomographic (CT) scan of the neck showing large hypodense lesions in the retropharyngeal space.
"
ROCO_22539,PMC5650996_fnagi-09-00335-g0001.jpg," Medial temporal atrophy (MTA) scoring illustrated on T1-weighted MRI. The degree of MTA was rated on a 5-point scale from absent (0) to severe (4). The MTA score of this patient is 2 (right: 2, left: 2).
"
ROCO_22545,PMC2721517_IJU-23-119-g001.jpg," Non-contrast computed tomography showing left ureteric calculus
"
ROCO_22548,PMC2672212_0080096f2.jpg," Computed tomography chest demonstrating the tip of the ventriculo-peritoneal shunt catheter adjacent to the aorta.
"
ROCO_22554,PMC5029975_AJUM-16-16-g002.jpg," Normal four chamber axial view of the heart.
"
ROCO_22557,PMC5012724_PAMJ-24-71-g001.jpg," Coupe scannographique coronale du rachis dorsolombaire montrant une masse hypodense bien limitée avec une coque périphérique calcifiée au niveau du muscle paravertébrale gauche qui parait tuméfié
"
ROCO_22573,PMC1468401_1477-7819-4-24-2.jpg," Computed tomography showing a low density lesion with irregular and thick margins in lateral neck region.
"
ROCO_22574,PMC2925352_1752-1947-4-243-1.jpg," Magnetic resonance imaging findings of diffuse peritoneal involvement by a poorly differentiated sarcoma. Sagittal T2-weighted turbo spin-echo magnetic resonance image (repetition time msec/echo time msec = 8440/136) shows diffuse sheetlike and nodular thickening of the peritoneal surfaces (arrows). Note also a moderate amount of ascites (asterisk). Bladder (B).
"
ROCO_22575,PMC3731082_medoral-18-e564-g001.jpg," Panoramic radiograph , with a magnification rate of 1:1 , at the time of one third of MM2 root formation (T1): The measurements of the angle of inclination of MM2 ( right side ) and of the distance from the distal height of the contour of the first mandibular molar (MM1) to the anterior margin of mandibular ramus (left side) are shown.
"
ROCO_22581,PMC2954374_ATM-5-201-g024.jpg," Mycobacterium tuberculosis (TB). TB mediastinal lymph nodes are typically markedly enlarged and of low attenuation on computed tomography, often demonstrating rim enhancement following contrast administration, as in this case
"
ROCO_22583,PMC3438280_ksrr-24-180-g001.jpg," T1 coronal view of knee magnetic resonance imaging. A line is shown along the most inferior part of the femoral condyles and a line parallel to this line at an intermediate imaging among the obtained ones where the popliteal grooves are seen, where the indicated morphometric values were measured.
"
ROCO_22584,PMC2767137_1752-1947-0003-0000007439-1.jpg," A computed tomography scan showing a large multicystic mass (15.5 × 16 × 9 cm) adherent to the abdominal wall.
"
ROCO_22596,PMC2999713_cln-65-11-1155-g001.jpg," A contrast‐enhanced spiral CT scan showing an eccentric filling defect along the lateral margin of the right pulmonary artery. The patient was a 53‐year‐old male with schistosomiasis, pulmonary hypertension and lung vessel remodeling.
"
ROCO_22604,PMC5078629_CRIC2016-7924631.001.jpg," Modified short access view at the level of the aortic root showing large mycotic pseudoaneurysm.
"
ROCO_22614,PMC5350332_CRIPE2017-6969787.004.jpg," AP pelvis X-ray obtained 12 weeks from initial presentation with progressive flattening of femoral epiphysis indicative of segmental collapse seen in non-Perthes osteonecrosis.
"
ROCO_22619,PMC5429931_CRIS2017-3906042.003.jpg," Abdominal contrast enhanced CT scan, portal phase: “Whirl sign” of the gallbladder pedicle.
"
ROCO_22627,PMC2747410_IJRI-19-81-g003.jpg," Case 1: Pulsed Doppler of the umbilical artery of the abnormal fetus shows reversal of flow on the spectral waveform
"
ROCO_22630,PMC2740243_1757-1626-0002-0000007772-002.jpg," X-ray of both lower extremities showing severe soft tissue constriction with normal bone.
"
ROCO_22643,PMC3249935_IJRI-21-242-g013.jpg," Chest radiograph of a patient with end-stage fibrotic ABPA who presented with a right-sided spontaneous pneumothorax (arrow)
"
ROCO_22646,PMC3428820_CroatMedJ_53_0321-F2.jpg," Magnetic resonance image showing lesion in the left pontocerebellar angle.
"
ROCO_22664,PMC5612306_CRIM2017-5030961.004.jpg," T2 weighted, fat saturated, postcontrast, axial MR image of left calf at another location, again showing a multiloculated fluid collection with associated enhancing rim and septations (white arrows) within the tibialis posterior muscle, compatible with an intramuscular abscess.
"
ROCO_22673,PMC3099216_CRIM2011-503913.001.jpg," Sagittal T2-weighted spinal MRI shows an intramedullar hyperintense lesion extending from T4 to T10 (between the arrows).
"
ROCO_22679,PMC4481071_13256_2015_582_Fig4_HTML.jpg," Post-contrast computed tomography scan of the upper abdomen reveals a small pseudocyst of 2cm at the pancreatic tail (arrow).
"
